,sna,tot,sbi,sarea,mday,ar,bemp,act
1207,YouBike2.0_德昌街10巷口,10,9,萬華區,2023-06-03 08:32:04,德昌街15號(對面),1,1
1208,YouBike2.0_環河南和平西路口,20,0,萬華區,2023-06-03 08:25:04,環河南路一段/和平西路三段口(西南側),20,1
1209,YouBike2.0_長順街60巷口,15,2,萬華區,2023-06-03 05:30:21,長順街60巷38號對側,13,1
1210,YouBike2.0_西園公園,14,10,萬華區,2023-06-03 08:34:14,東園街35巷/東園街67巷交叉口,4,1
1211,YouBike2.0_華江污水廠,20,12,萬華區,2023-06-03 07:33:15,桂林路246巷66號南側,8,1
1212,YouBike2.0_柳鄉公園,21,9,萬華區,2023-06-03 08:44:14,環河南路二段102號西北側,12,1
1213,YouBike2.0_綠堤社區公園,22,17,萬華區,2023-06-03 08:34:14,大理街170巷與環河南路二段159巷口,5,1
1214,YouBike2.0_長順艋舺大道口,26,7,萬華區,2023-06-03 08:32:14,長順街與雙園街106巷口,19,1
1215,YouBike2.0_富民路145巷口,20,17,萬華區,2023-06-03 08:23:15,富民路151號對側,3,1
1216,YouBike2.0_環南綜合市場,14,8,萬華區,2023-06-03 08:23:15,環河南路二段245號旁,6,1
1217,YouBike2.0_龍山國中,15,2,萬華區,2023-06-03 08:33:15,南寧路與廣州街口南側,13,1
1218,YouBike2.0_洛陽停車場,22,11,萬華區,2023-06-03 08:39:14,昆明街與洛陽街口西側,11,1
1219,YouBike2.0_桂林昆明街口,20,13,萬華區,2023-06-03 08:42:14,桂林路與昆明街口西北側,7,1
1220,YouBike2.0_萬華國中_1,26,6,萬華區,2023-06-03 08:24:14,西藏路 / 莒光路299巷口(東南側),20,1
1221,YouBike2.0_青年公園3號出口,38,10,萬華區,2023-06-03 08:41:14,青年路/青年路106巷(東側),23,1
1222,YouBike2.0_捷運龍山寺站(1號出口)_1,36,25,萬華區,2023-06-03 08:44:14,和平西路三段/和平西路三段109巷(西北側),9,1
1223,YouBike2.0_莒光社會住宅,30,17,萬華區,2023-06-03 06:55:21,萬大路與興寧街66巷22弄口西北側,13,1
1224,YouBike2.0_艋舺西藏路口,20,16,萬華區,2023-06-03 06:53:14,艋舺大道與西藏路口西南側(華翠大橋下),4,1
1225,YouBike2.0_萬大路493巷,10,6,萬華區,2023-06-03 08:35:17,萬大路493巷44號旁,4,1
1226,YouBike2.0_雙園國中地下停車場,12,9,萬華區,2023-06-03 08:39:14,西園路二段320巷55弄8-10號前,3,1
1227,YouBike2.0_青年路152巷口,16,6,萬華區,2023-06-03 08:25:15,青年路152巷59號對側,4,1
1228,YouBike2.0_臺大水源舍區A棟,37,20,臺大專區,2023-06-03 08:31:15,汀洲路三段60巷2弄路側(A舍北側),17,1
1229,YouBike2.0_臺大卓越研究大樓,32,6,臺大專區,2023-06-03 08:43:14,臺大水源舍區C南側,26,1
1230,YouBike2.0_臺大水源修齊會館,18,2,臺大專區,2023-06-03 08:18:14,思源街16號之1旁,15,1
1231,YouBike2.0_臺大檔案展示館,10,3,臺大專區,2023-06-03 08:21:16,臺大檔案展示館東北側,7,1
1232,YouBike2.0_臺大水源舍區B棟,30,24,臺大專區,2023-06-03 08:40:21,汀洲路三段60巷2弄路側(B舍北側),5,1
1233,YouBike2.0_臺大男八舍東側,42,11,臺大專區,2023-06-03 08:34:14,臺大男八舍東側,31,1
1234,YouBike2.0_臺大禮賢樓東南側,23,15,臺大專區,2023-06-03 08:43:14,臺大仰萃樓東南側,8,1
1235,YouBike2.0_臺大農業陳列館北側,45,7,臺大專區,2023-06-03 08:42:14,農業陳列館北側,38,1
1236,YouBike2.0_臺大管理學院二館北側,40,4,臺大專區,2023-06-03 08:44:14,管理學院二號館北側,36,1
1237,YouBike2.0_臺大土木系館,30,3,臺大專區,2023-06-03 08:36:15,臺大土木工程學系所南側,27,1
1238,YouBike2.0_臺大大一女舍北側,53,1,臺大專區,2023-06-03 08:44:04,臺大女一舍北側,52,1
1239,YouBike2.0_臺大女九舍西南側,62,4,臺大專區,2023-06-03 08:39:14,臺大女九舍西南側,58,1
1240,YouBike2.0_臺大小福樓東側,31,12,臺大專區,2023-06-03 08:39:14,臺大小福樓東側,19,1
1241,YouBike2.0_臺大立體機車停車場,27,5,臺大專區,2023-06-03 08:42:14,基隆路三段/基隆路三段156巷口北側,22,1
1242,YouBike2.0_臺大工綜館南側,26,8,臺大專區,2023-06-03 08:44:14,臺大工學院東南側,18,1
1243,YouBike2.0_臺大天文數學館南側,19,0,臺大專區,2023-06-03 08:39:04,臺大天文數學館西南側,19,1
1244,YouBike2.0_臺大心理系館南側,30,5,臺大專區,2023-06-03 08:39:14,臺大心理學系南側,25,1
1245,YouBike2.0_臺大樂學館東側,28,7,臺大專區,2023-06-03 08:34:14,臺大文學院西側,21,1
1246,YouBike2.0_臺大農化新館西側,10,0,臺大專區,2023-06-03 08:35:04,臺大生化科技學系西側,10,1
1247,YouBike2.0_臺大五號館西側,20,3,臺大專區,2023-06-03 08:25:15,臺大生物系館西側,17,1
1248,YouBike2.0_臺大舊體育館西側,33,2,臺大專區,2023-06-03 08:39:14,臺大田徑場東側,29,1
1249,YouBike2.0_臺大共同教室北側,20,2,臺大專區,2023-06-03 08:38:15,臺大共同教學館東北側,18,1
1250,YouBike2.0_臺大共同教室東南側,12,0,臺大專區,2023-06-02 21:02:04,臺大共同教學館東南側,12,1
1251,YouBike2.0_臺大鹿鳴堂東側,27,7,臺大專區,2023-06-03 08:44:14,臺大鹿鳴廣場人行道側,20,1
1252,YouBike2.0_臺大公館停車場西北側,12,0,臺大專區,2023-06-02 21:46:03,臺大公館停車場西北側,12,1
1253,YouBike2.0_臺大第二行政大樓南側,27,0,臺大專區,2023-06-03 08:29:04,臺大行政大樓西側,27,1
1254,YouBike2.0_臺大明達館機車停車場,28,0,臺大專區,2023-06-03 00:12:04,臺大明達館西側,28,1
1255,YouBike2.0_臺大二號館,10,1,臺大專區,2023-06-02 21:23:15,臺大物理文物廳北側,9,1
1256,YouBike2.0_臺大凝態館南側,20,6,臺大專區,2023-06-03 08:32:14,臺大物理系館南側,14,1
1257,YouBike2.0_臺大社科院西側,42,3,臺大專區,2023-06-03 08:43:14,臺大社科院西側,39,1
1258,YouBike2.0_臺大社會系館南側,39,6,臺大專區,2023-06-03 08:43:14,臺大社會及社工館南側,33,1
1259,YouBike2.0_臺大思亮館東南側,10,0,臺大專區,2023-06-02 22:07:04,臺大思亮館東南側,10,1
1260,YouBike2.0_臺大椰林小舖,48,0,臺大專區,2023-06-03 08:35:04,臺大椰林小舖旁,48,1
1261,YouBike2.0_臺大計資中心南側,34,4,臺大專區,2023-06-03 08:34:14,臺大計算機網路資訊中心南側,30,1
1262,YouBike2.0_臺大原分所北側,12,0,臺大專區,2023-06-02 19:34:04,臺大原子與分子科學研究所東北側,12,1
1263,YouBike2.0_臺大生命科學館西北側,30,4,臺大專區,2023-06-03 08:30:41,臺大動物博物館西側,26,1
1264,YouBike2.0_臺大第一活動中心西南側,40,23,臺大專區,2023-06-03 08:44:14,第一學生活動中心東南側,17,1
1265,YouBike2.0_臺大博理館西側,22,4,臺大專區,2023-06-03 08:31:04,臺大博理館西側,17,1
1266,YouBike2.0_臺大博雅館西側,56,2,臺大專區,2023-06-03 08:31:15,臺大博雅館西側,54,1
1267,YouBike2.0_臺大森林館北側,10,5,臺大專區,2023-06-03 08:41:14,臺大森林系學系北側,5,1
1268,YouBike2.0_臺大一號館,19,16,臺大專區,2023-06-03 08:36:16,臺大植物魚類標本館一號館北側,3,1
1269,YouBike2.0_臺大小小福西南側,10,0,臺大專區,2023-06-03 06:02:04,臺大進修教育大樓,10,1
1270,YouBike2.0_臺大教研館北側,11,2,臺大專區,2023-06-03 08:43:14,臺大雅頌廣場東南側,9,1
1271,YouBike2.0_臺大四號館東北側,10,0,臺大專區,2023-06-02 18:55:12,臺大園藝暨景觀學系北側,10,1
1272,YouBike2.0_臺大新生教室南側,18,3,臺大專區,2023-06-03 07:24:15,臺大新生教學館南側,15,1
1273,YouBike2.0_臺大鄭江樓北側,10,5,臺大專區,2023-06-03 08:42:14,臺大新聞研究所南側,5,1
1274,YouBike2.0_臺大電機二館東南側,14,1,臺大專區,2023-06-03 08:34:04,臺大電機二館南側,13,1
1275,YouBike2.0_臺大圖資系館北側,25,0,臺大專區,2023-06-02 20:32:04,臺大圖書資訊館北側,25,1
1276,YouBike2.0_臺大總圖書館西南側,30,11,臺大專區,2023-06-03 08:36:16,臺大圖書館西南側,19,1
1277,YouBike2.0_臺大黑森林西側,20,6,臺大專區,2023-06-03 08:38:15,臺大霖澤館南側,14,1
1278,YouBike2.0_臺大獸醫館南側,24,1,臺大專區,2023-06-03 08:37:14,臺大獸醫系館南側,23,1
1279,YouBike2.0_臺大新體育館東南側,40,3,臺大專區,2023-06-03 08:43:14,臺大體育館東側,37,1
1280,YouBike2.0_臺大明達館北側(員工宿舍),18,4,臺大公館校區,2023-06-03 08:40:21,明達館北側前空地,14,1
